,NOMBREDD,NOMBREPV,NOMBREDI,CONGLOMERADO,NSELUA,UA,percentSoldProduction,percentFarmGateIncomes,percentPlantedArea,districtTimeToLimaMarket,districtTimeToProvinceCapitalOfRegion,provinceCapitalToLimaMarket,informalPriceInformation,formalPriceInformation,informalMetereologicalInformation,formalMetereologicalInformation,volumeOfDistrict,soldProduction,yield,associative,pointsOfSale,marketSize,simplifiedMarketChannelDirectedness,farmGatePricePerKg
14,AMAZONAS,LUYA,CONILA,5412,47,7,0.3,0.24,0.20903010033444816,2.12,0.52,2.0300000000000002,0,0,0,1,0.04805,0.015,1.6,0.0,0.0,2,1,1.2
15,AMAZONAS,LUYA,CONILA,5412,52,8,0.4307692307692308,0.3124750896771622,0.5538461538461538,2.12,0.52,2.0300000000000002,0,0,0,0,0.04805,0.14,1.844444444444444,0.0,0.0,2,1,1.04
16,AMAZONAS,LUYA,CONILA,5412,60,9,0.5294117647058824,0.7623762376237624,1.0,2.12,0.52,2.0300000000000002,0,0,0,0,0.04805,0.1125,2.8,0.0,0.0,2,1,1.8
17,AMAZONAS,LUYA,CONILA,5412,80,12,0.6578947368421053,0.2777777777777778,0.2717391304347826,2.12,0.52,2.0300000000000002,0,0,0,0,0.04805,0.0125,1.1666666666666667,0.0,0.0,2,1,0.36
18,AMAZONAS,LUYA,CONILA,5413,14,2,1.0,1.0,1.0,2.12,0.52,2.0300000000000002,1,0,0,0,0.04805,0.06,1.4,0.0,0.0,2,1,0.8
19,AMAZONAS,LUYA,CONILA,5413,55,7,0.5833333333333334,0.8672566371681416,0.43041606886657097,2.12,0.52,2.0300000000000002,0,0,0,0,0.04805,0.035,1.6666666666666667,0.0,0.0,2,1,0.7
20,AMAZONAS,LUYA,CONILA,5413,67,8,0.975609756097561,1.0,0.2,2.12,0.52,2.0300000000000002,0,0,0,0,0.04805,0.04,2.25,0.0,0.0,2,1,0.7
21,AMAZONAS,LUYA,CONILA,5413,70,9,0.7619047619047619,0.3615002259376412,0.3597122302158273,2.12,0.52,2.0300000000000002,0,0,0,0,0.04805,0.04,1.7,0.0,0.0,2,1,0.4
22,AMAZONAS,LUYA,CONILA,5413,92,12,1.0,1.0,1.0,2.12,0.52,2.0300000000000002,0,0,0,0,0.04805,0.0255,1.4878048780487805,0.0,0.0,1,1,2.0
23,AMAZONAS,LUYA,LAMUD,5425,14,2,1.0,1.0,0.5439709882139621,2.1,0.12,2.0300000000000002,0,0,0,0,0.0364,0.1,1.725,0.0,0.0,2,1,0.6
24,AMAZONAS,LUYA,LAMUD,5425,62,10,0.7838867719107242,0.7051633628457259,0.5,2.1,0.12,2.0300000000000002,0,0,0,0,0.0364,0.09,1.05,0.0,0.0,2,1,1.0
25,AMAZONAS,LUYA,LAMUD,5425,75,11,0.7516198704103672,0.7711781888997079,0.4444444444444444,2.1,0.12,2.0300000000000002,0,0,0,0,0.0364,0.174,3.85,0.0,0.0,2,1,1.36
26,AMAZONAS,LUYA,LUYA,5430,14,1,1.0,1.0,1.0,2.18,0.092,2.0300000000000002,1,0,0,0,0.05025,0.0675,1.6,0.0,0.0,2,1,0.52
27,AMAZONAS,LUYA,LUYA,5430,38,3,0.46875,0.6291946308724832,0.3333333333333333,2.18,0.092,2.0300000000000002,0,0,0,0,0.05025,0.015,1.6,0.0,0.0,2,1,1.0
28,AMAZONAS,LUYA,LUYA,5430,87,8,0.6451612903225806,0.6993006993006993,0.6818181818181818,2.18,0.092,2.0300000000000002,0,0,0,0,0.05025,0.05,1.6666666666666667,0.0,0.0,2,1,1.0
29,AMAZONAS,LUYA,LUYA,5430,104,10,0.3759398496240601,0.4264392324093816,0.25,2.18,0.092,2.0300000000000002,1,0,0,0,0.05025,0.025,2.6,0.0,0.0,2,1,0.8
30,AMAZONAS,LUYA,LUYA,5430,115,11,0.4482758620689655,0.18840579710144928,0.5555555555555556,2.18,0.092,2.0300000000000002,1,0,0,0,0.05025,0.065,1.6,0.0,0.0,2,1,0.4
31,AMAZONAS,LUYA,LUYA,5430,129,12,1.0,1.0,0.5555555555555556,2.18,0.092,2.0300000000000002,0,0,0,0,0.05025,0.031,1.64,0.0,0.0,1,1,0.44
32,AMAZONAS,LUYA,LUYA,5430,139,13,0.1176470588235294,0.045454545454545456,0.07386363636363638,2.18,0.092,2.0300000000000002,0,0,0,0,0.05025,0.006,1.1538461538461535,0.0,0.0,2,1,0.5
33,AMAZONAS,LUYA,LUYA,5430,142,14,0.7551020408163265,0.6189591078066915,0.639386189258312,2.18,0.092,2.0300000000000002,1,0,0,0,0.05025,0.0185,0.94,0.0,0.0,1,1,0.36
34,AMAZONAS,LUYA,LUYA,5434,57,6,0.7142857142857143,0.2727272727272727,0.06890130353817504,2.18,0.092,2.0300000000000002,0,0,0,0,0.05025,0.0045,2.1621621621621623,0.0,0.0,2,1,0.4
35,AMAZONAS,LUYA,LUYA,5434,81,8,0.5660377358490566,0.28391167192429023,0.2857142857142857,2.18,0.092,2.0300000000000002,0,0,1,1,0.05025,0.03,1.46,0.0,0.0,1,1,0.6
36,AMAZONAS,LUYA,LUYA,5434,124,13,0.9405940594059404,0.9171974522292994,0.6578947368421053,2.18,0.092,2.0300000000000002,1,0,0,0,0.05025,0.19,1.64,0.0,0.0,2,1,1.5
37,AMAZONAS,LUYA,SAN CRISTOBAL,5424,43,7,0.4643962848297213,0.18088634308109736,0.9714285714285714,2.13,0.158,2.0300000000000002,0,0,0,0,0.0025,0.015,1.3235294117647058,1.0,0.0,2,1,0.4
38,AMAZONAS,LUYA,SAN CRISTOBAL,5424,93,14,0.9638554216867472,0.8888888888888888,0.5775577557755774,2.13,0.158,2.0300000000000002,0,0,0,0,0.0025,0.01,0.4285714285714286,0.0,0.0,2,1,0.4
39,AMAZONAS,LUYA,SAN JERÓNIMO,5422,36,4,0.9427275304791608,0.8598598598598599,0.5625,2.07,0.188,2.0300000000000002,1,1,0,0,0.00665,0.0665,2.155555555555556,0.0,0.0,2,1,1.9
40,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,5260,109,12,0.78125,0.3186582809224319,0.7575757575757576,1.7600000000000002,0.258,2.0300000000000002,0,0,0,0,0.00265,0.009,1.0,0.0,0.87,1,2,1.52
41,AMAZONAS,UTCUBAMBA,CUMBA,5214,2,1,0.5,0.52,0.22222222222222224,1.83,0.387,2.0300000000000002,0,0,0,0,0.002,0.001,1.375,0.0,0.05,1,1,1.3
42,AMAZONAS,UTCUBAMBA,CUMBA,5214,63,10,0.4390243902439024,0.19014084507042253,0.12500000000000006,1.83,0.387,2.0300000000000002,0,0,0,0,0.002,0.009,1.0,0.0,0.05,1,2,0.9
43,AMAZONAS,UTCUBAMBA,CUMBA,5214,87,13,0.75,0.6889952153110048,0.07407407407407407,1.83,0.387,2.0300000000000002,0,0,0,0,0.002,0.0015,1.25,0.0,0.05,1,1,0.96
44,AMAZONAS,UTCUBAMBA,CUMBA,5223,45,6,0.6666666666666666,0.5588235294117647,0.4,1.83,0.387,2.0300000000000002,0,0,0,0,0.002,0.006,0.5,0.0,0.05,1,2,1.9
45,ANCASH,AIJA,AIJA,9480,94,11,0.8536585365853658,0.7887323943661971,0.25839793281653745,0.76,0.2,0.6769999999999999,0,0,0,0,0.035112,0.21,1.1,0.0,0.0,1,1,0.8
46,ANCASH,AIJA,AIJA,9480,121,14,0.8970251716247142,0.828752642706131,0.3736222678871661,0.76,0.2,0.6769999999999999,0,0,0,0,0.035112,0.14112,0.864,0.0,0.0,1,1,0.5555555555555556
47,ANCASH,ASUNCION,ACOCHACA,9147,37,8,1.0,1.0,0.6666666666666666,0.9720000000000001,0.303,0.6769999999999999,0,0,0,0,0.000144,0.00144,4.8e-05,0.0,0.0,1,2,0.8333333333333334
48,ANCASH,CARHUAZ,ACOPAMPA,9067,60,10,0.4658901830282862,0.22922636103151864,0.2581755593803787,0.757,0.067,0.6769999999999999,1,1,0,0,0.00014,0.0014,0.00018666666666666666,0.0,0.0,1,2,0.5714285714285714
49,ANCASH,CARHUAZ,AMASHCA,8995,19,3,1.0,1.0,1.0,0.788,0.10800000000000001,0.6769999999999999,0,0,0,0,0.000648,0.00288,0.00011999999999999999,0.0,0.0,1,1,0.4166666666666667
50,ANCASH,CARHUAZ,AMASHCA,8995,91,10,0.8571428571428571,0.7826086956521741,0.5,0.788,0.10800000000000001,0.6769999999999999,0,0,0,0,0.000648,0.00072,4.114285714285714e-05,0.0,0.0,1,1,1.5
51,ANCASH,CARHUAZ,AMASHCA,8995,101,11,1.0,1.0,0.7121212121212122,0.788,0.10800000000000001,0.6769999999999999,1,0,0,0,0.000648,0.00216,0.00012255319148936168,0.0,0.0,1,1,1.5
52,ANCASH,CARHUAZ,AMASHCA,8995,114,12,1.0,1.0,0.4770642201834863,0.788,0.10800000000000001,0.6769999999999999,1,0,0,0,0.000648,0.00072,5.538461538461539e-05,0.0,0.0,1,1,0.3472222222222222
53,ANCASH,CARHUAZ,CARHUAZ,9045,95,9,0.7826086956521741,0.33962264150943394,0.18181818181818185,0.763,0.075,0.6769999999999999,0,0,0,0,0.000144,0.00144,0.00010800000000000001,0.0,0.0,1,2,1.0
54,ANCASH,CARHUAZ,MARCARA,9089,35,2,1.0,1.0,0.42857142857142855,0.75,0.057999999999999996,0.6769999999999999,0,0,0,0,0.004032,0.00216,0.00021600000000000002,0.0,0.0,1,2,0.5555555555555556
55,ANCASH,CARHUAZ,MARCARA,9089,107,6,0.7486075009283327,0.8210526315789474,0.3896103896103896,0.75,0.057999999999999996,0.6769999999999999,0,0,0,0,0.004032,0.01008,0.00011999999999999999,0.0,0.0,1,2,1.5
