,NOMBREDD,NOMBREPV,NOMBREDI,CONGLOMERADO,NSELUA,UA,percentSoldProduction,percentFarmGateIncomes,percentPlantedArea,districtTimeToLimaMarket,districtTimeToProvinceCapitalOfRegion,provinceCapitalToLimaMarket,informalPriceInformation,formalPriceInformation,informalMetereologicalInformation,formalMetereologicalInformation,volumeOfDistrict,soldProduction,yield,associative,pointsOfSale,marketSize,marketChannelDirectedness,farmGatePricePerKg
372,AYACUCHO,HUAMANGA,TAMBILLO,13950,92,8,0.3902439024390244,0.2791196994095545,0.1276595744680851,0.8550000000000001,0.073,0.853,0,0,0,0,0.01,0.04,1.1666666666666667,0.0,0.0,1,2,1.3
373,AYACUCHO,HUAMANGA,VINCHOS,13999,11,2,1.0,1.0,0.4761904761904762,0.7929999999999999,0.105,0.853,0,0,0,0,0.0365,0.006,0.22,0.0,0.0,1,3,0.55
374,AYACUCHO,HUAMANGA,VINCHOS,13999,17,3,0.7407407407407407,0.5333333333333333,0.16666666666666666,0.7929999999999999,0.105,0.853,1,0,0,0,0.0365,0.006,0.24,0.0,0.0,1,3,0.6
375,AYACUCHO,HUAMANGA,VINCHOS,13999,43,6,0.2724795640326976,0.15151515151515152,0.09523809523809523,0.7929999999999999,0.105,0.853,0,0,0,0,0.0365,0.02,0.25,0.0,0.0,1,3,0.5
376,AYACUCHO,HUAMANGA,VINCHOS,13999,60,8,1.0,1.0,0.6,0.7929999999999999,0.105,0.853,0,0,0,0,0.0365,0.015,0.16666666666666669,0.0,0.0,1,3,0.65
377,AYACUCHO,HUAMANGA,VINCHOS,13999,87,12,0.7065217391304348,0.9337016574585636,0.3472222222222223,0.7929999999999999,0.105,0.853,1,1,1,1,0.0365,0.026000000000000002,0.28800000000000003,0.0,0.0,1,4,0.65
378,AYACUCHO,HUAMANGA,VINCHOS,13999,97,13,0.7070707070707071,0.5310344827586208,0.16129032258064516,0.7929999999999999,0.105,0.853,1,0,0,0,0.0365,0.013999999999999999,0.36,0.0,0.0,1,3,0.55
379,AYACUCHO,HUANCA SANCOS,SACSAMARCA,14331,31,4,0.5063291139240507,0.30538922155688625,0.16666666666666666,1.03,0.338,0.853,1,0,0,0,0.0077,0.017,0.3,0.0,0.0,1,3,0.6
380,AYACUCHO,HUANTA,AYAHUANCO,13538,53,8,0.4975124378109453,0.3827751196172249,0.1176470588235294,1.25,0.585,0.853,1,0,0,0,0.003075,0.008,0.28,0.0,0.0,2,4,1.2
381,AYACUCHO,HUANTA,AYAHUANCO,13538,67,11,0.3942181340341656,0.182370820668693,0.06543075245365321,1.25,0.585,0.853,0,0,0,0,0.003075,0.00075,0.25,0.0,0.0,2,4,0.8
382,AYACUCHO,HUANTA,AYAHUANCO,13541,104,9,0.3809523809523809,0.17254901960784313,0.17664670658682635,1.25,0.585,0.853,1,1,1,1,0.003075,0.022000000000000002,0.4576271186440679,0.0,0.0,3,2,1.0
383,AYACUCHO,HUANTA,HUAMANGUILLA,13690,32,4,0.7751937984496124,0.7010050251256281,0.4325775656324582,0.945,0.095,0.853,1,1,0,0,0.022080000000000002,0.04,0.3655172413793104,0.0,0.0,1,3,1.35
384,AYACUCHO,HUANTA,HUAMANGUILLA,13690,51,5,0.7758620689655172,0.4736842105263158,0.19968051118210864,0.945,0.095,0.853,1,0,0,0,0.022080000000000002,0.0027,0.21600000000000003,0.0,0.0,1,4,0.5
385,AYACUCHO,HUANTA,HUAMANGUILLA,13690,72,8,0.9146341463414634,0.6132879045996593,0.42857142857142855,0.945,0.095,0.853,1,0,0,0,0.022080000000000002,0.018000000000000002,0.3188405797101449,0.0,0.0,1,3,0.4
386,AYACUCHO,HUANTA,HUAMANGUILLA,13690,89,9,0.6104417670682731,0.5588235294117647,0.2735229759299781,0.945,0.095,0.853,1,1,0,0,0.022080000000000002,0.038,1.0,0.0,0.0,1,3,0.8
387,AYACUCHO,HUANTA,HUAMANGUILLA,13690,111,10,0.3341288782816229,0.17493271818531336,0.078125,0.945,0.095,0.853,1,0,0,0,0.022080000000000002,0.013999999999999999,1.6,0.0,0.0,1,3,0.65
388,AYACUCHO,HUANTA,HUAMANGUILLA,13690,154,14,0.6075949367088608,0.3551797040169133,0.17680339462517675,0.945,0.095,0.853,1,0,0,0,0.022080000000000002,0.0024,0.192,0.0,0.0,1,4,0.7
389,AYACUCHO,HUANTA,HUAMANGUILLA,13707,24,4,0.7191011235955056,0.3224181360201511,0.2380952380952381,0.945,0.095,0.853,0,0,0,0,0.022080000000000002,0.0032,1.0666666666666669,0.0,0.0,1,2,0.4
390,AYACUCHO,HUANTA,HUAMANGUILLA,13707,30,5,0.5432098765432098,0.5684754521963824,0.16578249336870027,0.945,0.095,0.853,0,0,0,0,0.022080000000000002,0.0044,0.768,0.0,0.0,1,2,0.5
391,AYACUCHO,HUANTA,HUAMANGUILLA,13707,32,6,0.7676767676767676,0.38974358974358975,0.16025641025641024,0.945,0.095,0.853,1,0,0,0,0.022080000000000002,0.0152,0.35200000000000004,0.0,0.0,1,4,0.5
392,AYACUCHO,HUANTA,HUAMANGUILLA,13707,46,7,0.9979209979209979,0.9917355371900828,0.4608294930875576,0.945,0.095,0.853,0,0,0,0,0.022080000000000002,0.012,0.28,0.0,0.0,1,2,0.5
393,AYACUCHO,HUANTA,HUAMANGUILLA,13707,56,8,0.907936507936508,0.8637583892617451,0.6557377049180328,0.945,0.095,0.853,1,0,0,0,0.022080000000000002,0.0429,1.375,0.0,0.0,1,2,0.3
394,AYACUCHO,HUANTA,HUAMANGUILLA,13707,68,11,0.22459292532285235,0.09406231628453852,0.06896551724137931,0.945,0.095,0.853,0,0,0,0,0.022080000000000002,0.004,0.2666666666666667,0.0,0.0,1,2,0.4
395,AYACUCHO,HUANTA,HUAMANGUILLA,13707,86,14,0.9411764705882352,0.7474048442906575,0.2986857825567503,0.945,0.095,0.853,1,0,0,0,0.022080000000000002,0.024,1.6,0.0,0.0,1,2,0.45
396,AYACUCHO,HUANTA,HUANTA,13630,13,1,0.5617977528089888,0.7987220447284346,0.27586206896551724,0.9620000000000001,0.113,0.853,0,0,0,0,0.00456,0.005,0.18125,0.0,0.26,1,4,0.5
397,AYACUCHO,HUANTA,HUANTA,13630,16,2,0.14760147601476015,0.046168051708217916,0.12205044751830756,0.9620000000000001,0.113,0.853,0,0,0,0,0.00456,0.001,0.8,0.0,0.26,1,4,0.5
398,AYACUCHO,HUANTA,HUANTA,13630,86,8,0.5,0.35714285714285715,0.3333333333333333,0.9620000000000001,0.113,0.853,0,0,0,0,0.00456,0.0016,0.17600000000000002,0.0,0.26,1,1,0.5
399,AYACUCHO,HUANTA,HUANTA,13630,96,9,0.5063291139240507,0.7804878048780488,0.5411255411255411,0.9620000000000001,0.113,0.853,1,0,0,0,0.00456,0.008,1.2,0.0,0.26,1,4,0.8
400,AYACUCHO,HUANTA,HUANTA,13630,147,13,0.2597402597402597,0.17457180500658762,0.13577118030412744,0.9620000000000001,0.113,0.853,1,1,0,0,0.00456,0.019,0.8,0.0,0.26,1,3,1.0
401,AYACUCHO,HUANTA,HUANTA,13636,11,2,0.21186440677966092,0.13368983957219252,0.1468235294117647,0.9620000000000001,0.113,0.853,0,0,0,0,0.00456,0.005,0.3205128205128205,0.0,0.26,1,2,1.0
402,AYACUCHO,HUANTA,HUANTA,13636,76,10,0.3947368421052632,0.16304347826086954,0.099009900990099,0.9620000000000001,0.113,0.853,0,1,0,0,0.00456,0.006,0.24,0.0,0.26,1,1,0.5
403,AYACUCHO,LA MAR,ANCO,13842,40,5,0.8691333498882543,0.7291666666666666,0.4901960784313725,1.3199999999999998,0.473,0.853,1,0,0,0,0.0007599999999999999,0.006999999999999999,0.4,0.0,0.0,2,2,1.2
404,AYACUCHO,LA MAR,ANCO,13842,91,11,0.26785714285714285,0.2857142857142857,0.03759398496240601,1.3199999999999998,0.473,0.853,1,0,0,0,0.0007599999999999999,0.0006,0.9,0.0,0.0,2,2,1.6666666666666667
405,AYACUCHO,LA MAR,TAMBO,13774,7,1,0.30349013657056145,0.2564102564102564,0.07307804735457467,1.01,0.172,0.853,0,0,0,0,0.00951,0.001,0.24,0.0,0.4,1,3,1.2
406,AYACUCHO,LA MAR,TAMBO,13774,64,8,0.4970178926441352,0.20270270270270271,0.08680555555555555,1.01,0.172,0.853,1,0,1,0,0.00951,0.025,0.3,0.0,0.4,1,2,0.6
407,AYACUCHO,LA MAR,TAMBO,13774,71,9,1.0,1.0,0.13054830287206265,1.01,0.172,0.853,0,0,0,0,0.00951,0.0025,0.2,0.0,0.4,1,3,0.8
408,AYACUCHO,LA MAR,TAMBO,13774,82,10,0.3673469387755102,0.32926829268292684,0.27322404371584696,1.01,0.172,0.853,1,0,0,0,0.00951,0.009000000000000001,0.24,0.0,0.4,1,2,1.2
409,AYACUCHO,LA MAR,TAMBO,13774,105,13,0.528169014084507,0.4423592493297587,0.15384615384615385,1.01,0.172,0.853,1,0,0,0,0.00951,0.015,0.4,0.0,0.4,1,4,1.8
410,AYACUCHO,LA MAR,TAMBO,13797,12,2,0.37359900373599,0.42168674698795183,0.08438818565400844,1.01,0.172,0.853,1,1,1,1,0.00951,0.006,0.24,0.0,0.4,1,4,1.1666666666666667
411,AYACUCHO,LA MAR,TAMBO,13797,71,7,0.106951871657754,0.08800880088008801,0.04027061855670104,1.01,0.172,0.853,1,1,0,0,0.00951,0.004,0.2,0.0,0.4,1,3,1.0
412,AYACUCHO,LA MAR,TAMBO,13797,90,10,0.7392197125256673,0.5527123848515865,0.2222222222222222,1.01,0.172,0.853,1,0,0,0,0.00951,0.0108,0.156,0.0,0.4,1,3,1.0
413,AYACUCHO,LA MAR,TAMBO,13797,103,12,0.443213296398892,0.450070323488045,0.09904912836767037,1.01,0.172,0.853,1,0,0,0,0.00951,0.0032,0.512,0.0,0.4,1,3,1.0
414,AYACUCHO,LA MAR,TAMBO,13798,73,8,0.7766990291262136,0.5333333333333333,0.12195121951219512,1.01,0.172,0.853,1,0,0,0,0.00951,0.0012,0.24,0.0,0.4,1,2,1.0
415,AYACUCHO,LA MAR,TAMBO,13798,96,11,0.2608695652173913,0.12664334820890122,0.14705882352941174,1.01,0.172,0.853,1,0,0,0,0.00951,0.015,0.8,0.0,0.4,2,2,0.7
416,AYACUCHO,LA MAR,TAMBO,13798,117,14,0.22018348623853207,0.1891891891891892,0.13333333333333333,1.01,0.172,0.853,1,1,0,0,0.00951,0.0024,0.24,0.0,0.4,1,3,0.7
417,AYACUCHO,LUCANAS,PUQUIO,14401,77,7,1.0,1.0,1.0,1.05,0.597,0.853,0,0,0,0,0.0019199999999999998,0.003,0.7777777777777778,0.0,0.07,1,4,1.0
418,AYACUCHO,LUCANAS,PUQUIO,14408,13,3,0.7692307692307693,0.5724508050089445,0.5263157894736842,1.05,0.597,0.853,1,0,0,0,0.0019199999999999998,0.0032,0.96,0.0,0.07,1,4,1.0
419,AYACUCHO,LUCANAS,PUQUIO,14410,55,8,1.0,1.0,0.8,1.05,0.597,0.853,0,0,0,0,0.0019199999999999998,0.012,0.76,0.0,0.07,1,1,0.875
420,AYACUCHO,PARINACOCHAS,CORACORA,14462,11,2,1.0,1.0,1.0,1.14,0.8,0.853,0,0,0,0,0.0017,0.001,0.32,0.0,0.07,1,1,1.2
421,AYACUCHO,PARINACOCHAS,CORACORA,14462,45,8,0.8695652173913043,0.7920792079207921,0.4,1.14,0.8,0.853,0,0,0,0,0.0017,0.016,0.192,0.0,0.07,1,1,1.0
422,AYACUCHO,PARINACOCHAS,PACAPAUSA,14472,131,10,0.9523809523809524,0.9230769230769232,0.5952380952380952,1.37,0.845,0.853,1,0,0,0,0.0006,0.006,0.48,0.0,0.0,1,4,1.2
423,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,14529,28,6,0.1176470588235294,0.5,1.0,1.22,1.05,0.853,0,0,0,0,0.00175,0.016,0.5,0.0,0.02,1,3,1.5
424,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,14529,40,8,1.0,1.0,0.375,1.22,1.05,0.853,0,0,0,0,0.00175,0.0015,1.0,0.0,0.02,1,4,1.5
425,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,14177,6,1,0.6993006993006993,0.4436229205175601,0.3555555555555556,1.02,0.215,0.853,1,1,1,1,0.0038,0.02,0.1,0.0,0.02,1,3,0.6
426,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,14177,17,2,0.8200455580865603,0.3758700696055685,0.15625,1.02,0.215,0.853,1,0,0,0,0.0038,0.018000000000000002,1.2,0.0,0.02,1,3,0.45
427,CAJAMARCA,CAJABAMBA,CACHACHI,4904,29,4,0.4771784232365146,0.31201248049922,0.7911392405063291,1.51,0.28800000000000003,1.47,0,0,0,0,0.005405,0.01725,0.46,0.0,0.0,1,4,1.7391304347826086
428,CAJAMARCA,CAJABAMBA,CACHACHI,4904,33,5,0.7630331753554502,0.7533632286995515,0.5,1.51,0.28800000000000003,1.47,1,0,0,0,0.005405,0.0161,0.46,0.0,0.0,2,2,1.0434782608695652
429,CAJAMARCA,CAJABAMBA,CACHACHI,4904,104,12,0.5151175811870101,0.36764705882352944,0.5,1.51,0.28800000000000003,1.47,0,0,0,0,0.005405,0.0092,0.92,0.0,0.0,1,2,0.8695652173913043
430,CAJAMARCA,CAJABAMBA,CACHACHI,4929,10,2,1.0,1.0,0.2083333333333333,1.51,0.28800000000000003,1.47,0,0,0,0,0.005405,0.00115,0.46,0.0,0.0,1,4,0.8695652173913043
431,CAJAMARCA,CAJABAMBA,CACHACHI,4929,25,4,0.5430932703659976,0.3333333333333333,0.267379679144385,1.51,0.28800000000000003,1.47,0,0,0,0,0.005405,0.0046,0.414,0.0,0.0,1,3,0.8695652173913043
432,CAJAMARCA,CAJABAMBA,CACHACHI,4929,39,7,1.0,1.0,0.4615384615384616,1.51,0.28800000000000003,1.47,1,0,0,0,0.005405,0.00115,0.2683333333333333,0.0,0.0,1,3,1.3043478260869563
433,CAJAMARCA,CAJABAMBA,CACHACHI,4929,96,14,0.8695652173913043,0.8791208791208791,0.2491280518186348,1.51,0.28800000000000003,1.47,0,0,0,0,0.005405,0.0046,0.368,0.0,0.0,1,4,0.8695652173913043
434,CAJAMARCA,CAJABAMBA,CAJABAMBA,5017,13,2,1.0,1.0,0.04597701149425287,1.33,0.278,1.47,0,0,0,0,0.000989,0.00022999999999999998,0.575,0.0,0.0,1,3,0.8695652173913043
435,CAJAMARCA,CAJABAMBA,CAJABAMBA,5017,20,3,0.5481023830538394,0.516,0.3727810650887574,1.33,0.278,1.47,1,0,0,0,0.000989,0.00621,0.18253968253968253,0.0,0.0,1,4,1.6521739130434785
436,CAJAMARCA,CAJABAMBA,CAJABAMBA,5017,34,5,1.0,1.0,0.41860465116279066,1.33,0.278,1.47,0,0,0,0,0.000989,0.00345,0.6388888888888891,0.0,0.0,1,4,0.8695652173913043
437,CAJAMARCA,CAJABAMBA,CONDEBAMBA,4946,44,5,0.9736842105263158,0.9487179487179488,0.9433962264150944,1.4300000000000002,0.27,1.47,1,0,0,0,0.000851,0.00851,0.000276,0.0,0.0,1,4,1.3043478260869563
438,CAJAMARCA,CAJAMARCA,ENCAÑADA,4051,106,13,1.0,1.0,0.4310344827586207,1.4300000000000002,0.075,1.47,0,0,0,0,0.00025,0.0025,0.75,0.0,0.3,1,4,0.3
439,CAJAMARCA,CAJAMARCA,LLACANORA,4223,58,6,0.9097252507631924,0.8808290155440415,0.406871609403255,1.37,0.038,1.47,1,0,0,0,0.024931000000000002,0.02086,0.7842222222222222,0.0,0.0,1,4,1.1342391304347823
440,CAJAMARCA,CAJAMARCA,LLACANORA,4223,76,8,0.7685269899359561,0.7012987012987013,0.2857142857142857,1.37,0.038,1.47,1,0,0,0,0.024931000000000002,0.0042,0.525,0.0,0.0,1,3,1.2857142857142858
441,CAJAMARCA,CAJAMARCA,LLACANORA,4223,90,9,0.2465166130760986,0.2422145328719723,0.15337423312883436,1.37,0.038,1.47,1,0,0,0,0.024931000000000002,0.0115,0.9982,0.0,0.0,1,3,1.2173913043478262
442,CAJAMARCA,CAJAMARCA,LLACANORA,4223,100,10,1.0,1.0,1.0,1.37,0.038,1.47,1,0,0,0,0.024931000000000002,0.00115,0.7666666666666668,0.0,0.0,1,3,0.5217391304347826
443,CAJAMARCA,CAJAMARCA,LLACANORA,4223,113,12,0.8695652173913043,0.7,0.23076923076923075,1.37,0.038,1.47,1,0,0,0,0.024931000000000002,0.0092,1.0733333333333337,0.0,0.0,1,3,0.6086956521739131
444,CAJAMARCA,CAJAMARCA,LLACANORA,4223,128,14,0.17653831393117564,0.10270455323519342,0.13020833333333334,1.37,0.038,1.47,1,0,0,0,0.024931000000000002,0.0069,0.3726,0.0,0.0,1,3,0.43478260869565216
445,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,3975,166,13,1.0,1.0,0.5555555555555556,1.37,0.023,1.47,0,0,0,0,0.0002,0.002,1.0,0.0,0.0,1,4,1.6
446,CAJAMARCA,CELENDIN,SOROCHUCO,4523,5,2,0.14626391096979333,0.074487895716946,0.1,1.6,0.233,1.47,0,0,0,0,0.0071495000000000005,0.00045999999999999996,1.265,0.0,0.05,1,3,0.8695652173913043
447,CAJAMARCA,CELENDIN,SOROCHUCO,4523,43,9,0.6666666666666666,0.398936170212766,0.5,1.6,0.233,1.47,0,0,0,0,0.0071495000000000005,0.000575,2.875e-05,0.0,0.05,1,3,1.3043478260869563
448,CAJAMARCA,CELENDIN,SOROCHUCO,4566,14,2,1.0,1.0,0.5841121495327102,1.6,0.233,1.47,1,0,0,0,0.0071495000000000005,0.01,0.8,0.0,0.05,2,1,0.8
449,CAJAMARCA,CELENDIN,SOROCHUCO,4566,139,14,0.8787346221441125,0.8064516129032258,0.2222222222222222,1.6,0.233,1.47,0,0,0,0,0.0071495000000000005,0.0025,2.0,0.0,0.05,2,1,0.6
450,CAJAMARCA,CHOTA,CHALAMARCA,3026,18,4,1.0,1.0,0.6557377049180327,1.7,0.442,1.47,1,0,0,0,0.0043,0.006999999999999999,0.75,0.0,0.09,1,3,1.0
451,CAJAMARCA,CHOTA,CHIGUIRIP,2918,91,14,1.0,1.0,0.6329113924050632,1.69,0.46,1.47,1,0,0,0,0.021269999999999997,0.0368,0.88,0.0,0.0,2,1,4.125
452,CAJAMARCA,CHOTA,CHOTA,2756,63,7,1.0,1.0,0.819672131147541,1.59,0.337,1.47,1,0,0,0,0.0104,0.04,8e-05,0.0,0.42,1,4,0.4
453,CAJAMARCA,CHOTA,CHOTA,2772,2,1,0.7692307692307693,0.810126582278481,0.2777777777777777,1.59,0.337,1.47,1,0,0,0,0.0104,0.004,1.5,0.0,0.42,2,1,1.6
454,CAJAMARCA,CHOTA,CHOTA,2772,19,3,0.01818181818181818,0.15384615384615385,0.5988023952095808,1.59,0.337,1.47,0,0,0,0,0.0104,0.01,0.875,0.0,0.42,2,1,1.0
455,CAJAMARCA,CHOTA,CHOTA,2772,63,6,0.9940357852882704,0.9523809523809524,0.6249999999999999,1.59,0.337,1.47,0,0,0,0,0.0104,0.005,0.9,0.0,0.42,2,1,0.6
456,CAJAMARCA,CHOTA,CHOTA,2772,94,10,1.0,1.0,1.0,1.59,0.337,1.47,1,0,0,0,0.0104,0.02,1.2,0.0,0.42,2,1,0.6
457,CAJAMARCA,CHOTA,CHOTA,2772,118,12,0.8888888888888888,1.0,0.2777777777777778,1.59,0.337,1.47,1,1,0,0,0.0104,0.02,0.7,0.0,0.42,2,1,1.0
458,CAJAMARCA,CHOTA,CHOTA,2813,19,3,1.0,1.0,0.22580645161290325,1.59,0.337,1.47,1,0,0,0,0.0104,0.005,1.4285714285714284,0.0,0.42,2,1,0.5
459,CAJAMARCA,CHOTA,HUAMBOS,2664,33,3,0.0625,0.0297951582867784,0.06557377049180327,1.47,0.465,1.47,1,0,0,0,0.00185,0.001,0.5625,0.0,0.0,1,2,0.8
460,CAJAMARCA,CHOTA,HUAMBOS,2664,51,5,1.0,1.0,0.5555555555555556,1.47,0.465,1.47,1,0,0,0,0.00185,0.0075,0.5,0.0,0.0,1,2,0.7
461,CAJAMARCA,CHOTA,HUAMBOS,2671,27,5,0.5263157894736842,0.4098360655737705,0.09009009009009007,1.47,0.465,1.47,1,1,0,0,0.00185,0.005,1.0,0.0,0.0,2,1,0.5
462,CAJAMARCA,CHOTA,HUAMBOS,2671,90,13,0.4,0.16666666666666666,0.1092896174863388,1.47,0.465,1.47,0,0,0,0,0.00185,0.005,0.625,0.0,0.0,2,1,0.6
463,CAJAMARCA,CHOTA,LAJAS,2702,29,3,0.3478260869565217,0.3902439024390244,0.2272727272727273,1.59,0.358,1.47,0,0,0,0,0.01135,0.004,0.75,0.0,0.12,2,1,0.6
464,CAJAMARCA,CHOTA,LAJAS,2702,39,4,1.0,1.0,0.5882352941176472,1.59,0.358,1.47,0,0,0,0,0.01135,0.01,0.75,0.0,0.12,2,1,0.7
465,CAJAMARCA,CHOTA,LAJAS,2702,69,8,0.7368421052631579,0.7368421052631579,0.4137931034482759,1.59,0.358,1.47,0,0,0,0,0.01135,0.006999999999999999,8.333333333333333e-05,0.0,0.12,2,1,0.6
466,CAJAMARCA,CHOTA,LAJAS,2702,89,10,0.9558823529411764,0.975,0.4761904761904762,1.59,0.358,1.47,0,0,0,0,0.01135,0.0325,2.75,0.0,0.12,2,1,1.8
467,CAJAMARCA,CHOTA,LAJAS,2702,114,13,1.0,1.0,0.4444444444444444,1.59,0.358,1.47,0,0,0,0,0.01135,0.01,7.5e-05,0.0,0.12,1,1,0.6
468,CAJAMARCA,CONTUMAZA,CONTUMAZA,3818,29,5,1.0,1.0,0.9302325581395348,1.13,0.32,1.47,1,0,0,0,0.0013800000000000002,0.0138,0.345,0.0,0.0,2,2,0.6956521739130435
469,CAJAMARCA,CUTERVO,CUTERVO,2427,39,3,1.0,1.0,0.15151515151515152,1.6,0.4980000000000001,1.47,0,0,0,0,0.16949,0.0025,1.0,0.0,1.05,2,2,2.0
470,CAJAMARCA,CUTERVO,CUTERVO,2427,45,5,1.0,1.0,1.0,1.6,0.4980000000000001,1.47,1,0,0,0,0.16949,0.02,1.6666666666666667,0.0,1.05,2,2,1.25
471,CAJAMARCA,CUTERVO,CUTERVO,2446,2,1,1.0,1.0,0.9935897435897436,1.6,0.4980000000000001,1.47,1,0,0,0,0.16949,0.0272,1.1096774193548389,0.0,1.05,1,2,2.925
472,CAJAMARCA,CUTERVO,CUTERVO,2446,9,2,0.9989594172736732,0.998463901689708,0.9881422924901184,1.6,0.4980000000000001,1.47,1,0,0,0,0.16949,0.024,1.216,0.0,1.05,1,3,0.8125
473,CAJAMARCA,CUTERVO,CUTERVO,2446,31,5,1.0,1.0,0.8035714285714286,1.6,0.4980000000000001,1.47,1,0,0,0,0.16949,0.0032,1.0666666666666669,0.0,1.05,1,2,1.3125
474,CAJAMARCA,CUTERVO,CUTERVO,2446,66,7,1.0,1.0,1.0,1.6,0.4980000000000001,1.47,1,0,0,0,0.16949,0.024,1.12,0.0,1.05,1,2,1.25
475,CAJAMARCA,CUTERVO,CUTERVO,2446,76,8,1.0,1.0,1.0,1.6,0.4980000000000001,1.47,1,0,0,0,0.16949,0.008,1.2,0.0,1.05,1,2,1.25
476,CAJAMARCA,CUTERVO,CUTERVO,2446,95,9,1.0,1.0,0.4444444444444445,1.6,0.4980000000000001,1.47,1,0,0,0,0.16949,0.008,1.4,0.0,1.05,1,3,1.375
477,CAJAMARCA,CUTERVO,CUTERVO,2446,116,11,0.979591836734694,0.9647779479326188,0.9433962264150942,1.6,0.4980000000000001,1.47,1,0,0,0,0.16949,0.0048,1.44,0.0,1.05,1,3,1.3125
478,CAJAMARCA,CUTERVO,CUTERVO,2446,124,12,0.9864944216089254,0.9813084112149532,0.8503401360544216,1.6,0.4980000000000001,1.47,1,0,0,0,0.16949,0.0336,1.44,0.0,1.05,1,2,1.4375
479,CAJAMARCA,CUTERVO,CUTERVO,2446,135,13,1.0,1.0,0.9803921568627452,1.6,0.4980000000000001,1.47,1,1,0,0,0.16949,0.008,1.04,0.0,1.05,1,3,1.3125
480,CAJAMARCA,CUTERVO,CUTERVO,2497,20,2,1.0,1.0,0.9025270758122744,1.6,0.4980000000000001,1.47,1,0,1,0,0.16949,0.04,2.0,0.0,1.05,2,2,0.6
481,CAJAMARCA,CUTERVO,CUTERVO,2497,27,3,1.0,1.0,0.8974358974358975,1.6,0.4980000000000001,1.47,1,0,1,0,0.16949,0.045,1.5714285714285716,0.0,1.05,2,3,0.4
482,CAJAMARCA,CUTERVO,CUTERVO,2497,130,14,1.0,1.0,0.4794520547945205,1.6,0.4980000000000001,1.47,1,0,1,0,0.16949,0.03,1.0,0.0,1.05,2,2,0.4
483,CAJAMARCA,CUTERVO,CUTERVO,2509,107,14,0.9844134536505332,0.9602003896465352,1.0,1.6,0.4980000000000001,1.47,1,0,0,0,0.16949,0.024,1.12,0.0,1.05,1,3,1.4375
484,CAJAMARCA,CUTERVO,CUTERVO,2569,9,1,1.0,1.0,1.0,1.6,0.4980000000000001,1.47,1,0,1,0,0.16949,0.02,1.5714285714285716,0.0,1.05,2,3,1.0
485,CAJAMARCA,CUTERVO,CUTERVO,2569,39,4,1.0,1.0,0.3703703703703704,1.6,0.4980000000000001,1.47,1,0,1,0,0.16949,0.004,1.2,0.0,1.05,2,3,0.6
486,CAJAMARCA,CUTERVO,CUTERVO,2569,70,8,1.0,1.0,0.7407407407407407,1.6,0.4980000000000001,1.47,1,0,1,0,0.16949,0.022000000000000002,1.3,0.0,1.05,2,3,1.2
487,CAJAMARCA,CUTERVO,CUTERVO,2569,118,12,0.5882352941176471,0.6474820143884892,0.3333333333333333,1.6,0.4980000000000001,1.47,1,0,1,0,0.16949,0.01,1.0,0.0,1.05,2,2,0.9
488,CAJAMARCA,CUTERVO,CUTERVO,2569,126,13,0.8,0.41593232287627774,0.4301075268817205,1.6,0.4980000000000001,1.47,1,0,1,0,0.16949,0.032,2.0,0.0,1.05,2,2,1.5
489,CAJAMARCA,HUALGAYOC,CHUGUR,3074,17,2,0.9456264775413712,0.75,0.4580152671755725,1.56,0.302,1.47,1,0,0,0,0.010346,0.004,0.7,0.0,0.0,1,1,0.6
490,CAJAMARCA,HUALGAYOC,CHUGUR,3074,22,3,1.0,1.0,1.0,1.56,0.302,1.47,1,0,0,0,0.010346,0.006999999999999999,0.7,0.0,0.0,2,4,0.5
491,CAJAMARCA,HUALGAYOC,CHUGUR,3074,27,4,0.6785714285714286,0.8172043010752689,0.5633802816901409,1.56,0.302,1.47,1,0,0,0,0.010346,0.019,0.6,0.0,0.0,1,4,0.6
492,CAJAMARCA,HUALGAYOC,CHUGUR,3074,37,6,1.0,1.0,1.0,1.56,0.302,1.47,1,0,0,0,0.010346,0.006999999999999999,0.3571428571428571,0.0,0.0,1,1,1.65
493,CAJAMARCA,HUALGAYOC,CHUGUR,3074,89,12,1.0,1.0,1.0,1.56,0.302,1.47,0,0,0,0,0.010346,0.001,3.571428571428572e-05,0.0,0.0,1,2,0.6
494,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,4780,80,8,0.5348837209302325,0.375,0.3730407523510972,1.47,0.16499999999999998,1.47,0,0,1,0,0.0017594999999999998,0.00034500000000000004,0.00024159663865546216,0.0,0.15,1,1,0.8695652173913043
495,CAJAMARCA,SAN MIGUEL,BOLIVAR,3729,30,4,0.2759678037562284,0.2709415217882141,0.09090909090909093,1.26,0.637,1.47,1,0,0,0,0.00072,0.0072,0.9,1.0,0.0,1,4,1.6666666666666667
496,CAJAMARCA,SAN MIGUEL,LLAPA,3650,11,1,1.0,1.0,0.4980079681274901,1.3,0.255,1.47,0,0,0,0,0.00207,0.0046,0.3128,0.0,0.0,1,3,1.6304347826086956
