,NOMBREDD,NOMBREPV,NOMBREDI,CONGLOMERADO,NSELUA,UA,percentSoldProduction,percentFarmGateIncomes,percentPlantedArea,districtTimeToLimaMarket,districtTimeToProvinceCapitalOfRegion,provinceCapitalToLimaMarket,informalPriceInformation,formalPriceInformation,informalMetereologicalInformation,formalMetereologicalInformation,volumeOfDistrict,soldProduction,yield,associative,pointsOfSale,marketSize,marketChannelDirectedness,farmGatePricePerKg
171,LA LIBERTAD,JULCAN,JULCAN,7530,117,11,0.981132075471698,0.965583173996176,0.7142857142857143,1.03,0.228,0.853,1,0,1,0,0.09308175,0.0598,2.6128,0.0,0.0,1,1,1.6521739130434785
172,LA LIBERTAD,JULCAN,JULCAN,7530,120,12,1.0,1.0,1.0,1.03,0.228,0.853,0,0,1,0,0.09308175,0.063595,1.3785625,0.0,0.0,1,1,1.9627329192546583
173,LA LIBERTAD,JULCAN,JULCAN,7530,167,14,0.9464285714285714,0.7945326278659612,0.7751937984496123,1.03,0.228,0.853,1,0,1,0,0.09308175,0.051807500000000006,1.400125,0.0,0.0,1,1,0.3478260869565217
174,LA LIBERTAD,JULCAN,JULCAN,7532,37,4,0.7316367842683632,0.3953084274543875,0.4664593513993781,1.03,0.228,0.853,0,0,0,0,0.09308175,0.06325,0.9528571428571428,1.0,0.0,2,2,0.8173913043478259
175,LA LIBERTAD,JULCAN,JULCAN,7532,78,9,1.0,1.0,1.0,1.03,0.228,0.853,0,0,0,0,0.09308175,0.059579999999999994,1.3953846153846154,0.0,0.0,2,1,0.7865084269662921
176,LA LIBERTAD,OTUZCO,OTUZCO,7218,12,1,1.0,1.0,0.4940978077571669,0.982,0.17800000000000002,0.853,1,0,0,0,0.0978655,0.0529,1.0989761092150172,0.0,0.1,1,3,0.6086956521739131
177,LA LIBERTAD,OTUZCO,OTUZCO,7218,69,9,1.0,1.0,1.0,0.982,0.17800000000000002,0.853,1,0,0,0,0.0978655,0.0575,1.0541666666666667,0.0,0.1,1,1,0.43478260869565216
178,LA LIBERTAD,OTUZCO,OTUZCO,7245,33,3,0.8312006231222877,0.7894736842105263,0.4131167637143732,0.982,0.17800000000000002,0.853,0,0,0,0,0.0978655,0.0747,1.6562870919881307,0.0,0.1,1,2,1.4761904761904765
179,LA LIBERTAD,OTUZCO,OTUZCO,7245,83,9,1.0,1.0,0.8947368421052632,0.982,0.17800000000000002,0.853,0,0,0,0,0.0978655,0.0546,1.976470588235294,0.0,0.1,1,2,0.5
180,LA LIBERTAD,OTUZCO,OTUZCO,7245,118,11,0.9900130264871906,0.98542451111381,0.7794117647058824,0.982,0.17800000000000002,0.853,1,1,0,0,0.0978655,0.0912,1.92,0.0,0.1,1,2,0.8895833333333333
181,LA LIBERTAD,PATAZ,CHILLIA,8012,80,10,1.0,1.0,0.6666666666666666,1.69,1.11,0.853,0,0,0,0,0.00576,0.0576,0.5760000000000001,0.0,0.02,1,4,0.4166666666666667
182,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,7792,46,8,0.9476876421531464,0.5813953488372093,0.3043478260869565,1.3199999999999998,0.522,0.853,1,0,0,0,0.013630000000000001,0.075,1.5571428571428572,0.0,0.0,1,1,0.4
183,LA LIBERTAD,SANCHEZ CARRION,CURGOS,7840,34,4,0.8601769911504424,0.5347150259067357,0.25806451612903225,1.23,0.447,0.853,1,0,0,0,0.062091999999999994,0.055889999999999995,1.75375,0.0,0.01,1,1,0.9565217391304348
184,LA LIBERTAD,SANCHEZ CARRION,CURGOS,7840,58,8,1.0,1.0,1.0,1.23,0.447,0.853,1,0,0,0,0.062091999999999994,0.08625,1.38,0.0,0.01,1,1,0.2608695652173913
185,LA LIBERTAD,SANCHEZ CARRION,CURGOS,7842,51,8,1.0,1.0,1.0,1.23,0.447,0.853,1,0,0,0,0.062091999999999994,0.06785,0.8648,0.0,0.01,2,1,1.3043478260869563
186,LA LIBERTAD,SANCHEZ CARRION,CURGOS,7844,65,9,0.96,0.7058823529411765,0.5555555555555556,1.23,0.447,0.853,0,0,0,0,0.062091999999999994,0.0828,2.4472,0.0,0.01,1,3,0.3043478260869565
187,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,7923,11,4,1.0,1.0,1.0,1.1800000000000002,0.38299999999999995,0.853,1,0,0,0,0.048118,0.0976,1.44,0.0,0.04,1,1,0.525
188,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,7925,47,6,1.0,1.0,1.0,1.1800000000000002,0.38299999999999995,0.853,1,0,1,0,0.048118,0.0552,1.0514285714285718,0.0,0.04,1,1,1.3043478260869563
189,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,7718,90,11,0.50682261208577,0.388798889146031,0.2469135802469136,1.24,0.455,0.853,1,0,0,0,0.022767,0.0598,1.2982222222222224,0.0,0.0,2,3,1.2173913043478262
190,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,7602,14,2,1.0,1.0,1.0,1.0699999999999998,0.423,0.853,1,1,0,0,0.016395,0.0825,0.6,0.0,0.03,2,1,1.5
191,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,7603,37,6,0.9375,0.8977556109725686,0.6605019815059445,1.0699999999999998,0.423,0.853,0,1,0,0,0.016395,0.054000000000000006,1.62,0.0,0.03,1,1,1.0
192,LIMA,CAÑETE,QUILMANA,12538,20,4,0.2064267529071768,0.22358859698155395,0.2752976190476191,0.207,0.215,0.052000000000000005,1,0,0,0,0.006,0.06,1.081081081081081,0.0,0.05,1,2,0.8
193,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,19005,64,13,0.9842519685039368,1.0,0.5714285714285714,1.7899999999999998,0.648,1.63,1,0,0,0,0.01615,0.05,0.4,0.0,0.0,2,3,1.0
194,MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,19069,41,3,0.9777227722772276,0.8977272727272727,1.0,1.88,0.278,1.63,1,0,0,0,0.01696,0.079,0.8,0.0,0.0,2,1,2.0
195,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,19095,10,1,0.9979423868312756,0.9923273657289002,1.0,1.5699999999999998,0.0,1.63,1,1,0,0,0.03535,0.09699999999999999,2.0,0.0,1.23,1,2,0.8
196,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,19101,185,12,0.9893992932862192,0.986784140969163,1.0,1.5699999999999998,0.0,1.63,1,1,1,1,0.03535,0.07,1.4,0.0,1.23,1,3,0.8
197,PASCO,PASCO,HUACHON,10675,93,9,0.8784258608573436,0.6845564074479737,0.6666666666666666,0.643,0.205,0.615,1,0,0,0,0.05184,0.05,0.00014,0.0,0.02,3,1,0.5
198,PASCO,PASCO,HUACHON,10675,130,12,0.740366818105334,0.5142857142857142,0.6923076923076923,0.643,0.205,0.615,1,1,0,0,0.05184,0.066,0.00016,0.0,0.02,3,1,0.3
199,PASCO,PASCO,HUARIACA,10662,81,13,0.9504,0.8556485355648535,0.5769164201951517,0.67,0.14,0.615,1,0,0,0,0.01665,0.0594,0.000315,0.0,0.02,1,3,1.0
200,PASCO,PASCO,NINACACA,10712,17,3,0.7961783439490446,0.7039321511179646,0.5,0.528,0.098,0.615,1,0,0,0,0.094115,0.0875,0.00028280000000000004,0.0,0.0,3,2,1.1428571428571428
201,PASCO,PASCO,NINACACA,10712,46,8,1.0,1.0,0.9722222222222222,0.528,0.098,0.615,1,0,0,0,0.094115,0.0511,0.000225,0.0,0.0,3,2,0.42857142857142855
202,PASCO,PASCO,NINACACA,10713,38,5,0.5047240179015415,0.44107744107744107,0.504584378434614,0.528,0.098,0.615,1,0,0,0,0.094115,0.05075,0.00013045454545454544,0.0,0.0,1,4,1.3
203,PASCO,PASCO,PAUCARTAMBO,10679,71,10,0.525974025974026,0.3925686591276252,0.4166666666666667,0.627,0.213,0.615,0,0,1,1,0.42808999999999997,0.0567,0.000252,0.0,0.08,1,3,0.6428571428571429
204,PASCO,PASCO,PAUCARTAMBO,10680,24,4,0.6349206349206349,0.3956386292834891,0.4979919678714859,0.627,0.213,0.615,1,1,1,1,0.42808999999999997,0.055999999999999994,2.907258064516129,0.0,0.08,3,2,1.2142857142857144
205,PASCO,PASCO,PAUCARTAMBO,10682,31,5,0.75,0.5986238532110092,0.8,0.627,0.213,0.615,1,0,0,0,0.42808999999999997,0.0525,0.00018666666666666666,0.0,0.08,3,2,1.0285714285714285
206,PASCO,PASCO,PAUCARTAMBO,10682,56,9,1.0,1.0,1.0,0.627,0.213,0.615,1,0,1,0,0.42808999999999997,0.0784,0.00028,0.0,0.08,1,2,0.7857142857142857
207,PASCO,PASCO,PAUCARTAMBO,10690,41,5,0.4674457429048414,0.4191224623444663,0.4,0.627,0.213,0.615,1,0,0,0,0.42808999999999997,0.0504,0.000315,0.0,0.08,1,3,1.1428571428571428
208,PASCO,PASCO,PAUCARTAMBO,10690,145,14,0.5066956207021354,0.2404851526557925,0.2689719192388025,0.627,0.213,0.615,1,0,1,0,0.42808999999999997,0.07,0.00030500431406384817,0.0,0.08,1,3,0.7857142857142857
209,PASCO,PASCO,PAUCARTAMBO,10695,70,7,1.0,1.0,1.0,0.627,0.213,0.615,1,0,0,0,0.42808999999999997,0.0637,1.8170212765957447,0.0,0.08,3,3,0.7857142857142857
210,PASCO,PASCO,PAUCARTAMBO,10698,47,6,0.9415204678362572,0.8591549295774648,0.6363636363636364,0.627,0.213,0.615,1,0,1,0,0.42808999999999997,0.0805,0.00041,0.0,0.08,1,3,1.5
211,PASCO,PASCO,PAUCARTAMBO,10698,74,9,0.5342548076923077,0.4746376811594203,0.4615384615384616,0.627,0.213,0.615,1,0,0,0,0.42808999999999997,0.0889,0.000532,0.0,0.08,3,2,2.4285714285714284
212,PASCO,PASCO,PAUCARTAMBO,10701,50,6,0.875,0.813953488372093,0.9166666666666666,0.627,0.213,0.615,1,1,1,1,0.42808999999999997,0.0735,1.6545454545454543,0.0,0.08,3,2,1.3
213,PIURA,AYABACA,PACAIPAMPA,417,96,14,0.28785261945883706,0.7646429117602079,0.471830985915493,2.1,0.622,1.56,1,0,0,0,0.020649,0.05,0.8955223880597014,0.0,0.0,1,1,1.0
214,PIURA,AYABACA,PACAIPAMPA,433,12,2,0.1836734693877551,0.4575960951799878,0.7075471698113207,2.1,0.622,1.56,0,0,0,0,0.020649,0.09,0.8666666666666666,0.0,0.0,1,1,1.0
215,PIURA,HUANCABAMBA,HUANCABAMBA,490,16,3,0.9775171065493646,0.9665571235260004,0.7246376811594204,1.92,0.522,1.56,1,0,0,0,0.024128,0.05,0.8,0.0,0.03,1,1,1.0
216,PIURA,HUANCABAMBA,HUANCABAMBA,512,11,2,0.7894736842105263,0.8089260808926081,0.4924242424242425,1.92,0.522,1.56,0,0,0,0,0.024128,0.06,1.1692307692307693,0.0,0.03,1,2,1.7
217,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,635,99,10,0.15240641711229946,0.5049401976079043,0.4122832794593006,1.6800000000000002,0.29,1.56,0,0,0,0,0.023,0.057,0.4098360655737705,0.0,0.0,1,3,1.7000000000000002
218,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,635,101,11,0.7564102564102564,0.6395663956639567,0.5,1.6800000000000002,0.29,1.56,0,0,0,0,0.023,0.059000000000000004,0.6,0.0,0.0,1,3,0.8
219,TACNA,CANDARAVE,CANDARAVE,19138,24,4,1.0,1.0,1.0,1.9,0.327,1.7899999999999998,1,0,0,0,0.00965,0.08,1.3333333333333337,0.0,0.0,1,2,1.3
220,TACNA,TACNA,CALANA,19217,101,10,0.12163347778693535,0.092904180325491,0.2,1.78,0.03,1.7899999999999998,1,0,0,0,0.08800000000000001,0.0915,1.85,0.0,0.0,1,2,0.7
221,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,19235,94,8,0.269396551724138,0.25787965616045844,0.3125,1.75,0.09,1.7899999999999998,1,1,0,0,0.0075,0.075,1.56,1.0,1.15,1,4,1.2
222,TACNA,TACNA,PACHIA,19222,53,6,0.6401400018421295,0.58032073933134,0.5909090909090908,1.78,0.033,1.7899999999999998,1,1,0,0,0.04827,0.0695,1.1538461538461535,0.0,0.0,1,3,3.1
223,TACNA,TACNA,PACHIA,19222,69,9,0.5562659846547314,0.4769736842105263,0.4761904761904762,1.78,0.033,1.7899999999999998,1,1,1,1,0.04827,0.087,1.8,1.0,0.0,1,2,1.0
