,NOMBREDD,NOMBREPV,NOMBREDI,CONGLOMERADO,NSELUA,UA,percentSoldProduction,percentFarmGateIncomes,percentPlantedArea,districtTimeToLimaMarket,districtTimeToProvinceCapitalOfRegion,provinceCapitalToLimaMarket,informalPriceInformation,formalPriceInformation,informalMetereologicalInformation,formalMetereologicalInformation,volumeOfDistrict,soldProduction,yield,associative,pointsOfSale,marketSize,marketChannelDirectedness,farmGatePricePerKg
160,JUNIN,TARMA,HUASAHUASI,10943,19,3,0.6766917293233082,0.5598755832037325,0.5333333333333333,0.693,0.445,0.645,0,0,0,0,0.08565,0.054000000000000006,0.09,0.0,0.12,1,2,1.4
161,JUNIN,TARMA,HUASAHUASI,10943,48,7,0.7407407407407407,0.4948453608247423,0.6,0.693,0.445,0.645,0,0,0,0,0.08565,0.06,0.96,0.0,0.12,1,2,0.4
162,JUNIN,TARMA,HUASAHUASI,10943,61,10,1.0,1.0,1.0,0.693,0.445,0.645,0,0,0,0,0.08565,0.09,1.5,0.0,0.12,1,2,0.5
163,JUNIN,TARMA,PALCAMAYO,10951,95,10,0.8269230769230769,0.8044659022329511,0.5294117647058824,0.5269999999999999,0.28500000000000003,0.645,1,1,0,0,0.02694,0.0516,2.9333333333333336,0.0,0.0,1,2,1.5833333333333333
164,JUNIN,TARMA,TAPO,11000,16,4,0.6666666666666666,0.296875,0.5,0.5700000000000001,0.3,0.645,0,0,0,0,0.09129,0.09,1.11,0.0,0.0,1,2,0.31666666666666665
165,JUNIN,TARMA,TAPO,11000,24,5,0.7461538461538462,0.6640883977900552,0.2713004484304933,0.5700000000000001,0.3,0.645,0,0,0,0,0.09129,0.0582,1.2644628099173554,0.0,0.0,1,2,1.8333333333333333
166,JUNIN,TARMA,TAPO,11000,34,6,1.0,1.0,0.8924731182795699,0.5700000000000001,0.3,0.645,0,0,0,0,0.09129,0.09300000000000001,1.460240963855422,0.0,0.0,1,2,1.9666666666666668
167,JUNIN,TARMA,TAPO,11000,45,7,0.6741573033707865,0.4123711340206185,0.4242681374628765,0.5700000000000001,0.3,0.645,0,0,0,0,0.09129,0.096,1.02,0.0,0.0,1,2,0.4166666666666667
168,LA LIBERTAD,JULCAN,CALAMARCA,7567,56,8,0.8520710059171598,0.7921760391198044,0.3636363636363637,1.04,0.412,0.853,1,0,0,0,0.05701799999999999,0.0828,1.104,0.0,0.0,1,1,0.7826086956521741
169,LA LIBERTAD,JULCAN,CALAMARCA,7567,111,14,0.6966618287373004,0.6042803189257239,0.2857142857142857,1.04,0.412,0.853,1,0,0,0,0.05701799999999999,0.0552,0.828,0.0,0.0,1,1,1.3043478260869563
170,LA LIBERTAD,JULCAN,JULCAN,7530,19,4,1.0,1.0,0.6666666666666666,1.03,0.228,0.853,1,0,1,0,0.09308175,0.0552,1.2328,0.0,0.0,1,3,0.5217391304347826
