,NOMBREDD,NOMBREPV,NOMBREDI,CONGLOMERADO,NSELUA,UA,percentSoldProduction,percentFarmGateIncomes,percentPlantedArea,districtTimeToLimaMarket,districtTimeToProvinceCapitalOfRegion,provinceCapitalToLimaMarket,informalPriceInformation,formalPriceInformation,informalMetereologicalInformation,formalMetereologicalInformation,volumeOfDistrict,soldProduction,yield,associative,pointsOfSale,marketSize,simplifiedMarketChannelDirectedness,farmGatePricePerKg
204,LIMA,BARRANCA,BARRANCA,12023,20,3,0.8181818181818182,0.4002998500749625,0.375,0.33,0.313,0.052000000000000005,1,0,0,0,1.5905,0.9,3.0,0.0,9.79,3,1,0.89
205,LIMA,BARRANCA,BARRANCA,12023,28,4,0.7932692307692307,0.4898425770053232,0.375,0.33,0.313,0.052000000000000005,1,1,1,1,1.5905,0.99,3.3,0.0,9.79,3,1,0.87
206,LIMA,BARRANCA,BARRANCA,12023,71,8,0.6832971800433839,0.5517120588492863,0.3240740740740741,0.33,0.313,0.052000000000000005,1,0,1,0,1.5905,1.575,4.5,0.0,9.79,3,1,1.2
207,LIMA,BARRANCA,BARRANCA,12023,98,10,0.4827586206896552,0.2296222664015905,0.2547770700636943,0.33,0.313,0.052000000000000005,1,0,0,0,1.5905,0.42,2.625,0.0,9.79,3,1,1.1
208,LIMA,BARRANCA,BARRANCA,12023,108,14,0.7352941176470589,0.7262474367737526,0.5,0.33,0.313,0.052000000000000005,1,0,0,0,1.5905,0.5,2.7777777777777777,0.0,9.79,3,1,0.85
209,LIMA,BARRANCA,PATIVILCA,12009,30,6,0.404040404040404,0.4475043029259897,0.11422044545973732,0.33,0.313,0.052000000000000005,1,0,0,0,0.1898,0.6,3.0,0.0,0.65,2,1,1.3
210,LIMA,BARRANCA,PATIVILCA,12009,35,7,0.6071946484539459,0.6438092876185753,0.249944865103286,0.33,0.313,0.052000000000000005,1,0,0,0,0.1898,1.298,3.8235294117647065,0.0,0.65,3,1,1.2
211,LIMA,HUARAL,CHANCAY,12214,42,8,0.19441636208103275,0.17079359767999555,0.09080590238365494,0.16499999999999998,0.152,0.052000000000000005,1,0,1,0,0.0858,0.25,3.125,0.0,0.32,3,1,0.98
212,LIMA,HUARAL,CHANCAY,12214,44,9,0.7326007326007326,0.6692560501942038,0.5,0.16499999999999998,0.152,0.052000000000000005,1,0,0,0,0.0858,0.32,2.1333333333333333,0.0,0.32,3,1,0.7
213,LIMA,HUARAL,CHANCAY,12214,55,10,0.7422680412371134,0.7503256621797655,0.5,0.16499999999999998,0.152,0.052000000000000005,1,0,0,0,0.0858,0.28800000000000003,2.636363636363636,0.0,0.32,3,1,0.96
214,LIMA,LIMA,CARABAYLLO,12273,61,7,0.4015374550212627,0.2208925679323376,0.19047619047619047,0.077,0.06,0.052000000000000005,1,0,0,0,0.0491,0.491,2.5,0.0,1.39,3,1,1.0
215,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,19101,37,2,1.0,1.0,0.5,1.5699999999999998,0.0,1.63,1,1,1,1,0.03535,0.15,1.5,0.0,1.23,1,1,1.0
216,PASCO,PASCO,NINACACA,10712,7,1,0.32845744680851063,0.19649960222752585,0.4444444444444444,0.528,0.098,0.615,1,0,0,0,0.094115,0.1729,0.000252,0.0,0.0,3,1,0.42857142857142855
217,PASCO,PASCO,NINACACA,10712,31,5,0.669260700389105,0.4644464446444645,0.6,0.528,0.098,0.615,1,0,0,0,0.094115,0.1204,0.0002403333333333333,0.0,0.0,3,1,0.42857142857142855
218,PASCO,PASCO,NINACACA,10712,44,7,0.6177215189873417,0.4703303127740427,0.5652173913043478,0.528,0.098,0.615,1,0,0,0,0.094115,0.1708,0.00025846153846153846,0.0,0.0,3,1,0.9285714285714286
219,PASCO,PASCO,NINACACA,10712,61,10,0.7725490196078432,0.6532137518684604,0.75,0.528,0.098,0.615,1,0,0,0,0.094115,0.1379,0.000224,0.0,0.0,3,1,0.9285714285714286
220,PASCO,PASCO,PAUCARTAMBO,10679,58,9,0.6338582677165354,0.38205980066445183,0.6,0.627,0.213,0.615,1,0,0,0,0.42808999999999997,0.1127,0.00028,0.0,0.08,1,2,0.35714285714285715
221,PASCO,PASCO,PAUCARTAMBO,10679,92,12,0.6899563318777293,0.6403242147923001,0.6875,0.627,0.213,0.615,1,0,1,0,0.42808999999999997,0.1106,0.00027363636363636365,0.0,0.08,3,1,1.1428571428571428
222,PASCO,PASCO,PAUCARTAMBO,10690,12,1,0.8542963885429639,0.5629272666143673,0.6363636363636364,0.627,0.213,0.615,0,0,0,0,0.42808999999999997,0.1372,0.00043,0.0,0.08,3,1,0.7571428571428571
223,PASCO,PASCO,PAUCARTAMBO,10693,72,11,0.9942252165543792,0.9821343496903288,0.8378718056137411,0.627,0.213,0.615,1,1,0,0,0.42808999999999997,0.5165,0.0005269999999999999,0.0,0.08,1,1,2.8857142857142857
224,PASCO,PASCO,PAUCARTAMBO,10693,88,13,0.3869090909090909,0.20813170921630791,0.2463768115942029,0.627,0.213,0.615,1,0,0,0,0.42808999999999997,0.266,0.00025882352941176474,0.0,0.08,3,1,2.1
225,PASCO,PASCO,PAUCARTAMBO,10698,4,2,0.8794871794871795,0.8855348460291734,0.5,0.627,0.213,0.615,1,0,0,0,0.42808999999999997,0.1715,0.00028,0.0,0.08,3,1,2.5285714285714285
226,PASCO,PASCO,PAUCARTAMBO,10698,9,3,0.986378581493659,0.9904293616647644,0.9230769230769232,0.627,0.213,0.615,1,0,0,0,0.42808999999999997,0.105,0.0002216666666666667,0.0,0.08,3,1,1.9428571428571428
227,PASCO,PASCO,PAUCARTAMBO,10698,20,4,0.5521885521885522,0.36830285530959256,0.4390243902439024,0.627,0.213,0.615,1,0,1,0,0.42808999999999997,0.1148,0.0003111111111111111,0.0,0.08,3,2,0.5
228,PASCO,PASCO,PAUCARTAMBO,10701,67,8,1.0,1.0,1.0,0.627,0.213,0.615,1,0,0,0,0.42808999999999997,0.3031,2.071176470588235,0.0,0.08,3,1,0.7857142857142857
229,PASCO,PASCO,PAUCARTAMBO,10701,85,11,1.0,1.0,1.0,0.627,0.213,0.615,1,0,0,0,0.42808999999999997,0.18899999999999997,2.2326315789473687,0.0,0.08,3,1,1.5
230,TACNA,TACNA,CALANA,19215,170,4,0.8614564831261101,0.7633587786259542,1.0,1.78,0.03,1.7899999999999998,0,0,0,0,0.08800000000000001,0.19399999999999998,1.56,0.0,0.0,1,2,2.1
231,TACNA,TACNA,CALANA,19217,20,2,0.3193440500593376,0.2766355140186916,0.3478260869565217,1.78,0.03,1.7899999999999998,1,0,0,0,0.08800000000000001,0.37,1.875,0.0,0.0,1,1,0.7
232,TACNA,TACNA,CALANA,19217,108,11,0.7546218487394958,0.7850901654582636,0.625,1.78,0.03,1.7899999999999998,1,0,0,0,0.08800000000000001,0.2245,1.8,1.0,0.0,1,1,1.7
233,TACNA,TACNA,POCOLLAY,19231,51,4,0.31700079612072085,0.2413624572352344,0.3333333333333333,1.7600000000000002,0.013,1.7899999999999998,1,0,0,0,0.03275,0.21899999999999997,1.9260869565217391,0.0,0.4,1,1,2.9
234,TACNA,TACNA,TACNA,19239,46,8,0.7988338192419825,0.6272415108737123,0.9953550099535502,1.75,0.0,1.7899999999999998,1,1,0,0,0.04548,0.3288,1.1,0.0,7.95,3,1,1.0
