,NOMBREDD,NOMBREPV,NOMBREDI,CONGLOMERADO,NSELUA,UA,percentSoldProduction,percentFarmGateIncomes,percentPlantedArea,districtTimeToLimaMarket,districtTimeToProvinceCapitalOfRegion,provinceCapitalToLimaMarket,informalPriceInformation,formalPriceInformation,informalMetereologicalInformation,formalMetereologicalInformation,volumeOfDistrict,soldProduction,yield,associative,pointsOfSale,marketSize,localMarketChannelDirectedness,farmGatePricePerKg
386,CAJAMARCA,HUALGAYOC,CHUGUR,3074,37,6,1.0,1.0,1.0,1.56,0.302,1.47,1,0,0,0,0.010346,0.007,0.3571428571428571,0.0,0.0,1,1.0,1.65
387,CAJAMARCA,HUALGAYOC,CHUGUR,3074,89,12,1.0,1.0,1.0,1.56,0.302,1.47,0,0,0,0,0.010346,0.001,3.571428571428572e-05,0.0,0.0,1,2.0,0.6
388,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,4780,80,8,0.5348837209302325,0.375,0.3730407523510972,1.47,0.16499999999999998,1.47,0,0,1,0,0.0017595,0.000345,0.00024159663865546218,0.0,0.15,1,1.0,0.8695652173913043
389,CAJAMARCA,SAN MIGUEL,LLAPA,3650,43,5,1.0,1.0,0.22123893805309736,1.3,0.255,1.47,0,0,0,0,0.00207,0.00138,0.276,0.0,0.0,1,2.0,1.6956521739130437
390,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,3670,68,6,0.7692307692307693,0.7520143240823635,0.5,1.3,0.255,1.47,1,1,0,0,0.00556,0.0276,0.368,0.0,0.25,1,2.0,1.5217391304347827
391,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,3674,58,9,0.9433962264150944,0.9352517985611508,0.25,1.3,0.255,1.47,1,0,0,0,0.00556,0.008,0.512,0.0,0.25,1,1.0,1.625
392,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,3696,44,8,0.02783576896311761,0.022598870056497168,0.05847953216374269,1.3,0.255,1.47,1,0,0,0,0.00556,0.002,0.3,0.0,0.25,2,2.0,1.6
393,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,3662,66,7,1.0,1.0,0.6578947368421053,1.41,0.197,1.47,0,0,0,1,0.000575,0.00575,0.92,0.0,0.0,1,1.0,0.8695652173913043
394,CUSCO,ACOMAYO,RONDOCAN,16308,29,3,0.5,0.4545454545454545,0.25,2.31,0.24500000000000002,2.06,1,0,1,0,6.9e-05,0.00069,0.644,0.0,0.0,1,2.0,0.8695652173913043
395,CUSCO,ANTA,ANCAHUASI,15571,24,3,0.8270676691729323,0.5833333333333334,0.38461538461538464,1.9600000000000002,0.11000000000000001,2.06,1,0,0,0,0.00215,0.0055,1.54,0.0,0.0,1,1.0,0.6363636363636364
396,CUSCO,ANTA,ANCAHUASI,15571,67,9,1.0,1.0,1.0,1.9600000000000002,0.11000000000000001,2.06,1,0,0,0,0.00215,0.016,0.896,0.0,0.0,2,2.0,0.5
397,CUSCO,ANTA,HUAROCONDO,15612,59,8,0.2232746955345061,0.222521915037087,0.13657470636438132,2.02,0.10500000000000001,2.06,0,0,0,0,0.00294,0.0066,7.333333333333333e-05,0.0,0.0,1,2.0,1.5
398,CUSCO,ANTA,HUAROCONDO,15612,99,14,0.16913946587537093,0.1737142857142857,0.125,2.02,0.10500000000000001,2.06,0,1,0,0,0.00294,0.0228,0.24,0.0,0.0,1,2.0,2.0
399,CUSCO,ANTA,LIMATAMBO,15547,48,7,0.9370816599732262,0.8755472170106317,1.0,1.89,0.173,2.06,0,0,1,1,0.06762,0.07,0.8,0.0,0.0,2,2.0,1.0
400,CUSCO,ANTA,LIMATAMBO,15547,76,10,1.0,1.0,1.0,1.89,0.173,2.06,0,0,0,0,0.06762,0.03,0.192,0.0,0.0,1,2.0,1.5
401,CUSCO,ANTA,LIMATAMBO,15547,91,11,0.9488084730803178,0.7258609047940581,0.5,1.89,0.173,2.06,1,0,0,0,0.06762,0.215,0.00017557251908396947,0.0,0.0,1,2.0,0.5
402,CUSCO,ANTA,LIMATAMBO,15547,104,12,1.0,1.0,0.5,1.89,0.173,2.06,1,0,0,0,0.06762,0.0336,0.37551020408163266,0.0,0.0,1,2.0,1.5666666666666669
403,CUSCO,ANTA,LIMATAMBO,15547,115,13,0.8525149190110827,0.6405693950177936,0.3333333333333333,1.89,0.173,2.06,1,0,0,0,0.06762,0.12,1.5,0.0,0.0,1,2.0,0.72
404,CUSCO,ANTA,LIMATAMBO,15560,40,6,0.6870483602001112,0.7564971751412428,0.5,1.89,0.173,2.06,1,0,0,0,0.06762,0.1236,0.000144,0.0,0.0,2,2.0,1.0833333333333333
405,CUSCO,CALCA,LARES,15813,82,9,1.0,1.0,0.2,2.2800000000000002,0.258,2.06,0,0,0,0,0.0060965,0.00184,3.45e-05,0.0,0.0,1,1.0,1.7391304347826086
406,CUSCO,CALCA,LARES,15813,106,12,0.6727272727272727,0.6375838926174496,0.375,2.2800000000000002,0.258,2.06,0,0,0,0,0.0060965,0.021275,0.506,0.0,0.0,1,1.0,1.7391304347826086
407,CUSCO,CANAS,LANGUI,16509,5,1,1.0,1.0,0.21052631578947364,2.02,0.34700000000000003,2.06,1,0,0,0,0.0010775,0.00115,0.8625,0.0,0.03,1,1.0,1.0
408,CUSCO,CANAS,LANGUI,16509,31,3,1.0,1.0,0.35294117647058826,2.02,0.34700000000000003,2.06,1,0,0,0,0.0010775,0.001725,5.270833333333333e-05,0.0,0.03,1,1.0,0.8695652173913043
409,CUSCO,CANAS,LANGUI,16509,37,4,1.0,1.0,0.25,2.02,0.34700000000000003,2.06,1,0,0,0,0.0010775,0.0023,6.9e-05,0.0,0.03,1,1.0,0.8695652173913043
410,CUSCO,CANAS,LANGUI,16509,62,9,1.0,1.0,0.35714285714285715,2.02,0.34700000000000003,2.06,1,0,0,0,0.0010775,0.00115,0.69,0.0,0.03,1,1.0,0.8695652173913043
411,CUSCO,CANAS,LANGUI,16509,70,10,1.0,1.0,0.4,2.02,0.34700000000000003,2.06,1,0,0,0,0.0010775,0.00345,6.324999999999999e-05,0.0,0.03,1,1.0,0.8695652173913043
412,CUSCO,CANAS,LANGUI,16509,103,13,1.0,1.0,1.0,2.02,0.34700000000000003,2.06,1,0,0,0,0.0010775,0.001,5e-05,0.0,0.03,1,1.0,1.0
413,CUSCO,CANAS,TUPAC AMARU,16483,11,1,1.0,1.0,0.7042253521126759,2.23,0.267,2.06,1,0,0,0,0.0010565,0.0023,5.520000000000001e-05,1.0,0.0,1,1.0,0.8695652173913043
414,CUSCO,CANAS,TUPAC AMARU,16483,31,4,0.5789473684210527,0.215686274509804,0.4,2.23,0.267,2.06,1,0,0,0,0.0010565,0.001265,4.791666666666667e-05,1.0,0.0,1,1.0,0.8695652173913043
415,CUSCO,CANAS,TUPAC AMARU,16483,64,6,1.0,1.0,0.5,2.23,0.267,2.06,1,0,0,0,0.0010565,0.002,6.500000000000001e-05,1.0,0.0,1,1.0,1.0
416,CUSCO,CANAS,TUPAC AMARU,16483,110,9,0.8333333333333334,0.5,0.3448275862068966,2.23,0.267,2.06,1,0,0,0,0.0010565,0.005,0.15,1.0,0.0,1,1.0,1.0
417,CUSCO,CANCHIS,MARANGANI,16478,101,11,0.7788730680296945,1.0,0.2702702702702703,2.1,0.27799999999999997,2.06,0,0,0,1,0.00032,0.0032,8e-05,0.0,0.02,1,1.0,1.25
418,CUSCO,CANCHIS,SAN PABLO,16416,5,1,0.2542372881355932,0.13846153846153847,0.1111111111111111,2.1399999999999997,0.227,2.06,1,0,1,0,0.0005635,0.001725,0.115,0.0,0.0,1,2.0,1.0434782608695652
419,CUSCO,CANCHIS,SICUANI,16433,4,1,0.9459459459459459,0.9210526315789472,0.5,2.08,0.255,2.06,0,0,1,0,0.0012995,0.004025,0.07475,0.0,0.5,1,2.0,1.0434782608695652
420,CUSCO,CANCHIS,SICUANI,16433,5,2,0.18181818181818185,0.1,0.07692307692307693,2.08,0.255,2.06,1,0,1,0,0.0012995,0.00092,0.115,0.0,0.5,1,2.0,1.3043478260869563
421,CUSCO,CANCHIS,SICUANI,16433,74,9,1.0,1.0,0.5,2.08,0.255,2.06,1,0,1,0,0.0012995,0.004255,0.1748,1.0,0.5,1,2.0,1.0434782608695652
422,CUSCO,CUSCO,SANTIAGO,16190,39,5,0.2456124059801281,0.6120276742948377,0.4878048780487805,2.09,0.04,2.06,1,0,0,0,0.0016825,0.013225,8.625000000000001e-05,1.0,1.31,1,1.0,0.8695652173913043
423,CUSCO,PARURO,CCAPI,16274,43,3,0.16194331983805668,1.0,0.17844396859386152,2.31,0.343,2.06,0,0,1,0,0.004175,0.001,0.24,0.0,0.0,2,2.0,1.0
424,CUSCO,PARURO,CCAPI,16274,159,9,1.0,1.0,0.2564102564102564,2.31,0.343,2.06,1,0,0,0,0.004175,0.008,4e-05,0.0,0.0,2,1.0,1.0
425,CUSCO,PARURO,HUANOQUITE,16244,33,4,0.8191925102399064,0.6947890818858561,0.4285714285714286,2.17,0.155,2.06,1,0,0,0,0.03228,0.0084,0.56,0.0,0.0,2,2.0,1.0
426,CUSCO,PARURO,HUANOQUITE,16244,77,10,0.6183574879227053,0.5714285714285714,0.3048780487804878,2.17,0.155,2.06,1,0,0,0,0.03228,0.0064,0.6,0.0,0.0,2,1.0,1.5
427,CUSCO,PAUCARTAMBO,PAUCARTAMBO,15936,9,2,1.0,1.0,1.0,2.29,0.22000000000000003,2.06,0,0,0,0,0.0163775,0.0448,0.0001813333333333333,0.0,0.14,2,2.0,0.9375
428,CUSCO,QUISPICANCHI,OROPESA,16008,61,8,0.463070155128502,0.2897384305835011,0.2479338842975207,2.12,0.057999999999999996,2.06,1,0,1,0,0.0028,0.005,7.777777777777778e-05,0.0,0.0,1,1.0,1.44
429,CUSCO,QUISPICANCHI,OROPESA,16008,89,10,0.04737384140061792,0.02319132845979329,0.04723346828609986,2.12,0.057999999999999996,2.06,1,1,1,1,0.0028,0.023,0.8714285714285718,1.0,0.0,1,2.0,0.8
430,CUSCO,QUISPICANCHI,URCOS,16052,66,7,0.8652546191978369,1.0,0.4158878504672897,2.16,0.10200000000000001,2.06,0,0,0,0,0.000618,0.0048,0.9438202247191011,0.0,0.1,1,1.0,1.5
431,CUSCO,URUBAMBA,CHINCHERO,15780,4,1,0.6349206349206349,0.5555555555555556,0.3333333333333333,2.04,0.078,2.06,1,1,0,0,0.041995,0.003,0.0001333333333333333,0.0,0.0,1,1.0,0.8
432,CUSCO,URUBAMBA,CHINCHERO,15780,54,7,0.39204039204039204,0.27369826435247,0.09433962264150944,2.04,0.078,2.06,0,0,0,0,0.041995,0.0198,0.0001697142857142857,0.0,0.0,1,1.0,1.6363636363636362
